route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,shape_id,samtrafiken_internal_trip_number
9011001001000000,464,14010000702570773,,,1,3014010000309120140,30125
9011001001000000,463,14010000702570863,,,1,3014010000309120140,30129
9011001001000000,464,14010000702571133,,,1,3014010000309120140,30141
9011001001000000,464,14010000702571223,,,1,3014010000309120140,30145
9011001001000000,464,14010000702571492,,,1,3014010000309120140,30159
9011001001000000,464,14010000702571762,,,1,3014010000309120140,30171
9011001001000000,464,14010000702572072,,,1,3014010000309120140,30187
9011001001000000,464,14010000702572330,,,1,3014010000309120140,30202
9011001001000000,464,14010000702573018,,,1,3014010000309120140,30235
9011001001000000,464,14010000702573104,,,1,3014010000309120140,30239
9011001001000000,464,14010000702574791,,,1,3014010000309120140,30323
9011001001000000,464,14010000702575241,,,1,3014010000309120140,30345
9011001001000000,464,14010000702578052,,,1,3014010000309120140,30479
9011001001000000,464,14010000702578138,,,1,3014010000309120140,30485
9011001001000000,465,14010000702578224,,,1,3014010000309120140,30490
9011001001000000,465,14010000702578785,,,1,3014010000309120140,30525
9011001001000000,465,14010000702578832,,,1,3014010000309120140,30529
9011001001000000,464,14010000702575331,,,1,3014010000309120140,30349
9011001001000000,464,14010000702575421,,,1,3014010000309120140,30353
9011001001000000,464,14010000702576051,,,1,3014010000309120140,30381
9011001001000000,463,14010000702576591,,,1,3014010000309120140,30405
9011001001000000,464,14010000702577041,,,1,3014010000309120140,30427
9011001001000000,464,14010000702577468,,,1,3014010000309120140,30446
9011001001000000,464,14010000702577622,,,1,3014010000309120140,30457
9011001001000000,465,14010000702578482,,,1,3014010000309120140,30504
9011001001000000,465,14010000702578546,,,1,3014010000309120140,30507
9011001001000000,465,14010000702578632,,,1,3014010000309120140,30514
9011001001000000,465,14010000702578718,,,1,3014010000309120140,30520
9011001001000000,463,14010000702569423,,,1,3014010000309120140,30063
9011001001000000,464,14010000702569693,,,1,3014010000309120140,30077
9011001001000000,464,14010000702570233,,,1,3014010000309120140,30101
9011001001000000,464,14010000702570323,,,1,3014010000309120140,30105
9011001001000000,464,14010000702571582,,,1,3014010000309120140,30163
9011001001000000,464,14010000702571851,,,1,3014010000309120140,30175
9011001001000000,464,14010000702572158,,,1,3014010000309120140,30193
9011001001000000,464,14010000702572674,,,1,3014010000309120140,30219
9011001001000000,464,14010000702572760,,,1,3014010000309120140,30223
9011001001000000,464,14010000702572932,,,1,3014010000309120140,30231
9011001001000000,464,14010000702573792,,,1,3014010000309120140,30271
9011001001000000,464,14010000702573878,,,1,3014010000309120140,30275
9011001001000000,464,14010000702574136,,,1,3014010000309120140,30287
9011001001000000,464,14010000702574222,,,1,3014010000309120140,30291
9011001001000000,464,14010000702574480,,,1,3014010000309120140,30305
9011001001000000,464,14010000702575061,,,1,3014010000309120140,30336
9011001001000000,464,14010000702575601,,,1,3014010000309120140,30361
9011001001000000,464,14010000702576141,,,1,3014010000309120140,30385
9011001001000000,464,14010000702576231,,,1,3014010000309120140,30389
9011001001000000,464,14010000702576321,,,1,3014010000309120140,30393
9011001001000000,464,14010000702576681,,,1,3014010000309120140,30409
9011001001000000,464,14010000702577131,,,1,3014010000309120140,30431
9011001001000000,464,14010000702577221,,,1,3014010000309120140,30435
9011001001000000,464,14010000702577536,,,1,3014010000309120140,30451
9011001001000000,464,14010000702577708,,,1,3014010000309120140,30461
9011001001000000,465,14010000702578310,,,1,3014010000309120140,30494
9011001001000000,434,14010000702565713,,,1,3014010000309120140,34349
9011001001000000,464,14010000702569018,,,1,3014010000309120140,30032
9011001001000000,464,14010000702569130,,,1,3014010000309120140,30041
9011001001000000,464,14010000702569603,,,1,3014010000309120140,30073
9011001001000000,464,14010000702569783,,,1,3014010000309120140,30081
9011001001000000,464,14010000702570593,,,1,3014010000309120140,30117
9011001001000000,464,14010000702571043,,,1,3014010000309120140,30137
9011001001000000,464,14010000702571403,,,1,3014010000309120140,30155
9011001001000000,464,14010000702572005,,,1,3014010000309120140,30182
9011001001000000,464,14010000702572502,,,1,3014010000309120140,30211
9011001001000000,464,14010000702572846,,,1,3014010000309120140,30227
9011001001000000,464,14010000702573190,,,1,3014010000309120140,30243
9011001001000000,464,14010000702573276,,,1,3014010000309120140,30247
9011001001000000,464,14010000702573362,,,1,3014010000309120140,30251
9011001001000000,464,14010000702573448,,,1,3014010000309120140,30255
9011001001000000,464,14010000702573706,,,1,3014010000309120140,30267
9011001001000000,464,14010000702574394,,,1,3014010000309120140,30301
9011001001000000,464,14010000702574590,,,1,3014010000309120140,30312
9011001001000000,464,14010000702574702,,,1,3014010000309120140,30319
9011001001000000,463,14010000702575151,,,1,3014010000309120140,30341
9011001001000000,464,14010000702575691,,,1,3014010000309120140,30365
9011001001000000,464,14010000702575781,,,1,3014010000309120140,30369
9011001001000000,464,14010000702575871,,,1,3014010000309120140,30373
9011001001000000,464,14010000702576411,,,1,3014010000309120140,30397
9011001001000000,464,14010000702576771,,,1,3014010000309120140,30413
9011001001000000,464,14010000702576861,,,1,3014010000309120140,30417
9011001001000000,464,14010000702576951,,,1,3014010000309120140,30422
9011001001000000,464,14010000702577378,,,1,3014010000309120140,30442
9011001001000000,464,14010000702577966,,,1,3014010000309120140,30475
9011001001000000,466,14010000702578396,,,1,3014010000309120140,32499
9011001001000000,434,14010000705801835,,,1,3014010000309120140,34088
9011001001000000,434,14010000705802120,,,1,3014010000309120140,34105
9011001001000000,465,14010000705813031,,,1,3014010000309120140,30549
9011001001000000,465,14010000705813118,,,1,3014010000309120140,30553
9011001001000000,466,14010000705813638,,,1,3014010000309120140,32577
9011001001000000,466,14010000705814226,,,1,3014010000309120140,32612
9011001001000000,434,14010000705801921,,,1,3014010000309120140,34093
9011001001000000,434,14010000705802073,,,1,3014010000309120140,34101
9011001001000000,434,14010000705802167,,,1,3014010000309120140,34109
9011001001000000,465,14010000705812858,,,1,3014010000309120140,30541
9011001001000000,466,14010000705813292,,,1,3014010000309120140,32561
9011001001000000,466,14010000705813464,,,1,3014010000309120140,32569
9011001001000000,466,14010000705813551,,,1,3014010000309120140,32573
9011001001000000,466,14010000705813878,,,1,3014010000309120140,32590
9011001001000000,466,14010000705814401,,,1,3014010000309120140,32620
9011001001000000,466,14010000705814465,,,1,3014010000309120140,32624
9011001001000000,434,14010000705801769,,,1,3014010000309120140,34083
9011001001000000,465,14010000705812945,,,1,3014010000309120140,30545
9011001001000000,466,14010000705813205,,,1,3014010000309120140,32557
9011001001000000,466,14010000705813378,,,1,3014010000309120140,32565
9011001001000000,465,14010000705812685,,,1,3014010000309120140,30533
9011001001000000,465,14010000705812772,,,1,3014010000309120140,30537
9011001001000000,466,14010000705813725,,,1,3014010000309120140,32581
9011001001000000,466,14010000705813811,,,1,3014010000309120140,32585
9011001001000000,466,14010000705813964,,,1,3014010000309120140,32597
9011001001000000,466,14010000705814052,,,1,3014010000309120140,32604
9011001001000000,466,14010000705814140,,,1,3014010000309120140,32608
9011001001000000,466,14010000705814314,,,1,3014010000309120140,32616
9011001001000000,465,14010000713075801,,,1,3014010000309120140,30559
9011001001000000,465,14010000713075887,,,1,3014010000309120140,30568
9011001001000000,465,14010000713075951,,,1,3014010000309120140,30573
9011001001000000,26,14010000722406799,,,1,3014010000722406603,34270
9011001001000000,26,14010000722407078,,,1,3014010000722406603,34273
9011001001000000,26,14010000722406906,,,1,3014010000722406603,34271
9011001001000000,26,14010000722407164,,,1,3014010000722406603,34274
9011001001000000,26,14010000722407336,,,1,3014010000722406603,34276
9011001001000000,26,14010000722407508,,,1,3014010000722406603,34278
9011001001000000,26,14010000722407594,,,1,3014010000722406603,34279
9011001001000000,26,14010000722407852,,,1,3014010000722406603,34282
9011001001000000,26,14010000722407960,,,1,3014010000722406603,34283
9011001001000000,26,14010000722408132,,,1,3014010000722406603,34285
9011001001000000,26,14010000722408304,,,1,3014010000722406603,34287
9011001001000000,26,14010000722408476,,,1,3014010000722406603,34289
9011001001000000,26,14010000722408562,,,1,3014010000722406603,34290
9011001001000000,26,14010000722409250,,,1,3014010000722406603,34298
9011001001000000,26,14010000722408390,,,1,3014010000722406603,34288
9011001001000000,26,14010000722408820,,,1,3014010000722406603,34293
9011001001000000,26,14010000722409508,,,1,3014010000722406603,34301
9011001001000000,26,14010000722410024,,,1,3014010000722406603,34307
9011001001000000,26,14010000722410626,,,1,3014010000722406603,34314
9011001001000000,26,14010000722410712,,,1,3014010000722406603,34315
9011001001000000,26,14010000722410884,,,1,3014010000722406603,34317
9011001001000000,26,14010000722411228,,,1,3014010000722406603,34321
9011001001000000,26,14010000722409594,,,1,3014010000722406603,34302
9011001001000000,26,14010000722409680,,,1,3014010000722406603,34303
9011001001000000,26,14010000722409766,,,1,3014010000722406603,34304
9011001001000000,26,14010000722409852,,,1,3014010000722406603,34305
9011001001000000,26,14010000722409938,,,1,3014010000722406603,34306
9011001001000000,26,14010000722410196,,,1,3014010000722406603,34309
9011001001000000,26,14010000722410282,,,1,3014010000722406603,34310
9011001001000000,26,14010000722410454,,,1,3014010000722406603,34312
9011001001000000,26,14010000722410540,,,1,3014010000722406603,34313
9011001001000000,26,14010000722410970,,,1,3014010000722406603,34318
9011001001000000,26,14010000722411314,,,1,3014010000722406603,34322
9011001001000000,26,14010000722411400,,,1,3014010000722406603,34323
9011001001000000,26,14010000722411572,,,1,3014010000722406603,34325
9011001001000000,26,14010000722411658,,,1,3014010000722406603,34326
9011001001000000,26,14010000722411744,,,1,3014010000722406603,34327
9011001001000000,26,14010000722411916,,,1,3014010000722406603,34329
9011001001000000,26,14010000722412174,,,1,3014010000722406603,34332
9011001001000000,26,14010000722412432,,,1,3014010000722406603,34335
9011001001000000,26,14010000722412862,,,1,3014010000722406603,34340
9011001001000000,26,14010000722412948,,,1,3014010000722406603,34341
9011001001000000,26,14010000722413034,,,1,3014010000722406603,34342
9011001001000000,26,14010000722413120,,,1,3014010000722406603,34343
9011001001000000,26,14010000722413206,,,1,3014010000722406603,34344
9011001001000000,26,14010000722413292,,,1,3014010000722406603,34345
9011001001000000,26,14010000722413378,,,1,3014010000722406603,34346
9011001001000000,26,14010000722413550,,,1,3014010000722406603,34348
9011001001000000,26,14010000722413636,,,1,3014010000722406603,34349
9011001001000000,26,14010000722413722,,,1,3014010000722406603,34350
9011001001000000,26,14010000722412002,,,1,3014010000722406603,34330
9011001001000000,26,14010000722412088,,,1,3014010000722406603,34331
9011001001000000,26,14010000722412260,,,1,3014010000722406603,34333
9011001001000000,26,14010000722412518,,,1,3014010000722406603,34336
9011001001000000,26,14010000722412776,,,1,3014010000722406603,34339
9011001001000000,26,14010000722413808,,,1,3014010000722406603,34351
9011001001000000,26,14010000722413894,,,1,3014010000722406603,34352
9011001001000000,26,14010000722413980,,,1,3014010000722406603,34353
9011001001000000,27,14010000722414646,,,1,3014010000722406603,32452
9011001001000000,26,14010000722414044,,,1,3014010000722406603,34354
9011001001000000,26,14010000722414130,,,1,3014010000722406603,34355
9011001001000000,26,14010000722414388,,,1,3014010000722406603,34358
9011001001000000,27,14010000722414732,,,1,3014010000722406603,32453
9011001001000000,27,14010000722415420,,,1,3014010000722406603,32461
9011001001000000,27,14010000722415506,,,1,3014010000722406603,32462
9011001001000000,27,14010000722415592,,,1,3014010000722406603,32463
9011001001000000,27,14010000722415743,,,1,3014010000722406603,32465
9011001001000000,27,14010000722416259,,,1,3014010000722406603,32471
9011001001000000,27,14010000722415678,,,1,3014010000722406603,32464
9011001001000000,27,14010000722415915,,,1,3014010000722406603,32467
9011001001000000,27,14010000722416323,,,1,3014010000722406603,32472
9011001001000000,27,14010000722419325,,,1,3014010000722406603,32344
9011001001000000,27,14010000722419411,,,1,3014010000722406603,32345
9011001001000000,27,14010000722419496,,,1,3014010000722406603,32346
9011001001000000,27,14010000722419668,,,1,3014010000722406603,32348
9011001001000000,27,14010000722420549,,,1,3014010000722406603,32358
9011001001000000,27,14010000722420893,,,1,3014010000722406603,32362
9011001001000000,27,14010000722421557,,,1,3014010000722406603,32370
9011001001000000,27,14010000722421885,,,1,3014010000722406603,32374
9011001001000000,27,14010000722422213,,,1,3014010000722406603,32378
9011001001000000,27,14010000722422459,,,1,3014010000722406603,32381
9011001001000000,27,14010000722422541,,,1,3014010000722406603,32382
9011001001000000,27,14010000722422623,,,1,3014010000722406603,32383
9011001001000000,27,14010000722422787,,,1,3014010000722406603,32385
9011001001000000,27,14010000722423279,,,1,3014010000722406603,32391
9011001001000000,27,14010000722423853,,,1,3014010000722406603,32398
9011001001000000,27,14010000722424263,,,1,3014010000722406603,32403
9011001001000000,27,14010000722419582,,,1,3014010000722406603,32347
9011001001000000,27,14010000722420098,,,1,3014010000722406603,32353
9011001001000000,27,14010000722420291,,,1,3014010000722406603,32355
9011001001000000,27,14010000722420377,,,1,3014010000722406603,32356
9011001001000000,27,14010000722420463,,,1,3014010000722406603,32357
9011001001000000,27,14010000722420721,,,1,3014010000722406603,32360
9011001001000000,27,14010000722420807,,,1,3014010000722406603,32361
9011001001000000,27,14010000722420979,,,1,3014010000722406603,32363
9011001001000000,27,14010000722421493,,,1,3014010000722406603,32369
9011001001000000,26,14010000722406992,,,1,3014010000722406603,34272
9011001001000000,26,14010000722407250,,,1,3014010000722406603,34275
9011001001000000,26,14010000722407766,,,1,3014010000722406603,34281
9011001001000000,26,14010000722408218,,,1,3014010000722406603,34286
9011001001000000,26,14010000722408648,,,1,3014010000722406603,34291
9011001001000000,26,14010000722408906,,,1,3014010000722406603,34294
9011001001000000,26,14010000722408992,,,1,3014010000722406603,34295
9011001001000000,26,14010000722409078,,,1,3014010000722406603,34296
9011001001000000,26,14010000722409164,,,1,3014010000722406603,34297
9011001001000000,26,14010000722409336,,,1,3014010000722406603,34299
9011001001000000,26,14010000722409422,,,1,3014010000722406603,34300
9011001001000000,26,14010000722410368,,,1,3014010000722406603,34311
9011001001000000,26,14010000722410798,,,1,3014010000722406603,34316
9011001001000000,27,14010000722422131,,,1,3014010000722406603,32377
9011001001000000,27,14010000722423607,,,1,3014010000722406603,32395
9011001001000000,27,14010000722423689,,,1,3014010000722406603,32396
9011001001000000,27,14010000722423771,,,1,3014010000722406603,32397
9011001001000000,27,14010000722424017,,,1,3014010000722406603,32400
9011001001000000,27,14010000722424755,,,1,3014010000722406603,32409
9011001001000000,27,14010000722424837,,,1,3014010000722406603,32410
9011001001000000,26,14010000722411830,,,1,3014010000722406603,34328
9011001001000000,26,14010000722412346,,,1,3014010000722406603,34334
9011001001000000,26,14010000722412604,,,1,3014010000722406603,34337
9011001001000000,26,14010000722414474,,,1,3014010000722406603,34359
9011001001000000,27,14010000722414818,,,1,3014010000722406603,32454
9011001001000000,27,14010000722415076,,,1,3014010000722406603,32457
9011001001000000,27,14010000722424427,,,1,3014010000722406603,32405
9011001001000000,27,14010000722424509,,,1,3014010000722406603,32406
9011001001000000,27,14010000722425027,,,1,3014010000722406603,32412
9011001001000000,27,14010000722426145,,,1,3014010000722406603,32425
9011001001000000,27,14010000722426231,,,1,3014010000722406603,32426
9011001001000000,27,14010000722426315,,,1,3014010000722406603,32427
9011001001000000,27,14010000722426625,,,1,3014010000722406603,32431
9011001001000000,27,14010000722429482,,,1,3014010000722406603,32436
9011001001000000,27,14010000722416087,,,1,3014010000722406603,32469
9011001001000000,27,14010000722419754,,,1,3014010000722406603,32349
9011001001000000,27,14010000722419926,,,1,3014010000722406603,32351
9011001001000000,27,14010000722420635,,,1,3014010000722406603,32359
9011001001000000,27,14010000722421409,,,1,3014010000722406603,32368
9011001001000000,27,14010000722421803,,,1,3014010000722406603,32373
9011001001000000,27,14010000722425113,,,1,3014010000722406603,32413
9011001001000000,27,14010000722425285,,,1,3014010000722406603,32415
9011001001000000,27,14010000722425629,,,1,3014010000722406603,32419
9011001001000000,27,14010000722426379,,,1,3014010000722406603,32428
9011001001000000,27,14010000722426461,,,1,3014010000722406603,32429
9011001001000000,27,14010000722426707,,,1,3014010000722406603,32432
9011001001000000,27,14010000722426797,,,1,3014010000722406603,32434
9011001001000000,27,14010000722429728,,,1,3014010000722406603,32439
9011001001000000,27,14010000722422295,,,1,3014010000722406603,32379
9011001001000000,27,14010000722422705,,,1,3014010000722406603,32384
9011001001000000,27,14010000722422951,,,1,3014010000722406603,32387
9011001001000000,27,14010000722423197,,,1,3014010000722406603,32390
9011001001000000,27,14010000722423935,,,1,3014010000722406603,32399
9011001001000000,27,14010000722424099,,,1,3014010000722406603,32401
9011001001000000,27,14010000722424181,,,1,3014010000722406603,32402
9011001001000000,27,14010000722424345,,,1,3014010000722406603,32404
9011001001000000,27,14010000722424591,,,1,3014010000722406603,32407
9011001001000000,27,14010000722424673,,,1,3014010000722406603,32408
9011001001000000,27,14010000722425715,,,1,3014010000722406603,32420
9011001001000000,27,14010000722429892,,,1,3014010000722406603,32441
9011001001000000,27,14010000722430056,,,1,3014010000722406603,32443
9011001001000000,27,14010000722430138,,,1,3014010000722406603,32444
9011001001000000,27,14010000722430199,,,1,3014010000722406603,32445
9011001001000000,27,14010000722425887,,,1,3014010000722406603,32422
9011001001000000,27,14010000722425973,,,1,3014010000722406603,32423
9011001001000000,27,14010000722426059,,,1,3014010000722406603,32424
9011001001000000,27,14010000722429400,,,1,3014010000722406603,32435
9011001001000000,27,14010000722429810,,,1,3014010000722406603,32440
9011001001000000,27,14010000722429974,,,1,3014010000722406603,32442
9011001001000000,27,14010000722430281,,,1,3014010000722406603,32446
9011001001000000,27,14010000722430509,,,1,3014010000722406603,32449
9011001001000000,27,14010000722430554,,,1,3014010000722406603,32450
9011001001000000,27,14010000722430363,,,1,3014010000722406603,32447
9011001001000000,26,14010000722407422,,,1,3014010000722406603,34277
9011001001000000,26,14010000722407680,,,1,3014010000722406603,34280
9011001001000000,26,14010000722408046,,,1,3014010000722406603,34284
9011001001000000,26,14010000722408734,,,1,3014010000722406603,34292
9011001001000000,26,14010000722410110,,,1,3014010000722406603,34308
9011001001000000,26,14010000722411056,,,1,3014010000722406603,34319
9011001001000000,26,14010000722411142,,,1,3014010000722406603,34320
9011001001000000,26,14010000722411486,,,1,3014010000722406603,34324
9011001001000000,26,14010000722412690,,,1,3014010000722406603,34338
9011001001000000,26,14010000722413464,,,1,3014010000722406603,34347
9011001001000000,26,14010000722414216,,,1,3014010000722406603,34356
9011001001000000,26,14010000722414302,,,1,3014010000722406603,34357
9011001001000000,27,14010000722414560,,,1,3014010000722406603,32451
9011001001000000,27,14010000722414904,,,1,3014010000722406603,32455
9011001001000000,27,14010000722414990,,,1,3014010000722406603,32456
9011001001000000,27,14010000722415162,,,1,3014010000722406603,32458
9011001001000000,27,14010000722415248,,,1,3014010000722406603,32459
9011001001000000,27,14010000722415334,,,1,3014010000722406603,32460
9011001001000000,27,14010000722415829,,,1,3014010000722406603,32466
9011001001000000,27,14010000722416001,,,1,3014010000722406603,32468
9011001001000000,27,14010000722416173,,,1,3014010000722406603,32470
9011001001000000,13,14010000722418204,,,1,3014010000722406603,36340
9011001001000000,13,14010000722418290,,,1,3014010000722406603,36342
9011001001000000,13,14010000722418354,,,1,3014010000722406603,36343
9011001001000000,27,14010000722419840,,,1,3014010000722406603,32350
9011001001000000,27,14010000722420012,,,1,3014010000722406603,32352
9011001001000000,27,14010000722420205,,,1,3014010000722406603,32354
9011001001000000,27,14010000722421065,,,1,3014010000722406603,32364
9011001001000000,27,14010000722421151,,,1,3014010000722406603,32365
9011001001000000,27,14010000722421237,,,1,3014010000722406603,32366
9011001001000000,27,14010000722421323,,,1,3014010000722406603,32367
9011001001000000,27,14010000722421639,,,1,3014010000722406603,32371
9011001001000000,27,14010000722421721,,,1,3014010000722406603,32372
9011001001000000,27,14010000722421967,,,1,3014010000722406603,32375
9011001001000000,27,14010000722422049,,,1,3014010000722406603,32376
9011001001000000,27,14010000722422377,,,1,3014010000722406603,32380
9011001001000000,27,14010000722422869,,,1,3014010000722406603,32386
9011001001000000,27,14010000722423033,,,1,3014010000722406603,32388
9011001001000000,27,14010000722423115,,,1,3014010000722406603,32389
9011001001000000,27,14010000722423361,,,1,3014010000722406603,32392
9011001001000000,27,14010000722423443,,,1,3014010000722406603,32393
9011001001000000,27,14010000722423525,,,1,3014010000722406603,32394
9011001001000000,27,14010000722424921,,,1,3014010000722406603,32411
9011001001000000,27,14010000722425199,,,1,3014010000722406603,32414
9011001001000000,27,14010000722425371,,,1,3014010000722406603,32416
9011001001000000,27,14010000722425457,,,1,3014010000722406603,32417
9011001001000000,27,14010000722425543,,,1,3014010000722406603,32418
9011001001000000,27,14010000722425801,,,1,3014010000722406603,32421
9011001001000000,27,14010000722426543,,,1,3014010000722406603,32430
9011001001000000,27,14010000722426752,,,1,3014010000722406603,32433
9011001001000000,27,14010000722429564,,,1,3014010000722406603,32437
9011001001000000,27,14010000722429646,,,1,3014010000722406603,32438
9011001001000000,27,14010000722430445,,,1,3014010000722406603,32448
9011001001000000,434,14010000732443347,,,1,3014010000309120140,34016
9011001001000000,434,14010000732443605,,,1,3014010000309120140,34036
9011001001000000,434,14010000732445171,,,1,3014010000309120140,34249
9011001001000000,434,14010000732445257,,,1,3014010000309120140,34253
9011001001000000,434,14010000732445343,,,1,3014010000309120140,34257
9011001001000000,434,14010000732445429,,,1,3014010000309120140,34261
9011001001000000,434,14010000732445515,,,1,3014010000309120140,34265
9011001001000000,434,14010000732445601,,,1,3014010000309120140,34269
9011001001000000,434,14010000732445687,,,1,3014010000309120140,34273
9011001001000000,434,14010000732445859,,,1,3014010000309120140,34281
9011001001000000,434,14010000732446375,,,1,3014010000309120140,34306
9011001001000000,434,14010000732446699,,,1,3014010000309120140,34325
9011001001000000,465,14010000732439740,,,1,3014010000309120140,30499
9011001001000000,434,14010000732443519,,,1,3014010000309120140,34031
9011001001000000,434,14010000732443691,,,1,3014010000309120140,34040
9011001001000000,434,14010000732444035,,,1,3014010000309120140,34056
9011001001000000,434,14010000732444121,,,1,3014010000309120140,34060
9011001001000000,434,14010000732444293,,,1,3014010000309120140,34068
9011001001000000,434,14010000732444847,,,1,3014010000309120140,34233
9011001001000000,434,14010000732444999,,,1,3014010000309120140,34241
9011001001000000,434,14010000732446117,,,1,3014010000309120140,34293
9011001001000000,434,14010000732446289,,,1,3014010000309120140,34301
9011001001000000,434,14010000732446852,,,1,3014010000309120140,34333
9011001001000000,465,14010000732449673,,,1,3014010000309120140,30063
9011001001000000,465,14010000732450207,,,1,3014010000309120140,30405
9011001001000000,434,14010000732443433,,,1,3014010000309120140,34026
9011001001000000,434,14010000732443863,,,1,3014010000309120140,34048
9011001001000000,434,14010000732443949,,,1,3014010000309120140,34052
9011001001000000,434,14010000732444379,,,1,3014010000309120140,34075
9011001001000000,434,14010000732444913,,,1,3014010000309120140,34237
9011001001000000,434,14010000732445945,,,1,3014010000309120140,34285
9011001001000000,434,14010000732446031,,,1,3014010000309120140,34289
9011001001000000,434,14010000732446203,,,1,3014010000309120140,34297
9011001001000000,434,14010000732446461,,,1,3014010000309120140,34312
9011001001000000,434,14010000732446766,,,1,3014010000309120140,34329
9011001001000000,465,14010000732449819,,,1,3014010000309120140,30129
9011001001000000,434,14010000732443777,,,1,3014010000309120140,34044
9011001001000000,434,14010000732444207,,,1,3014010000309120140,34064
9011001001000000,434,14010000732445085,,,1,3014010000309120140,34245
9011001001000000,434,14010000732445773,,,1,3014010000309120140,34277
9011001001000000,434,14010000732446527,,,1,3014010000309120140,34317
9011001001000000,434,14010000732446613,,,1,3014010000309120140,34321
9011001001000000,465,14010000732450061,,,1,3014010000309120140,30341
9011001001000000,429,14010100702565713,,,1,3014010000309120140,36349
9011001001000000,466,14010100702568838,,,1,3014010000309120140,32018
9011001001000000,466,14010100702568928,,,1,3014010000309120140,32024
9011001001000000,466,14010100702569130,,,1,3014010000309120140,32041
9011001001000000,466,14010100702569333,,,1,3014010000309120140,32057
9011001001000000,466,14010100702569693,,,1,3014010000309120140,32077
9011001001000000,466,14010100702569963,,,1,3014010000309120140,32089
9011001001000000,466,14010100702570683,,,1,3014010000309120140,32121
9011001001000000,467,14010100702570863,,,1,3014010000309120140,32129
9011001001000000,466,14010100702570953,,,1,3014010000309120140,32133
9011001001000000,466,14010100702571043,,,1,3014010000309120140,32137
9011001001000000,466,14010100702571582,,,1,3014010000309120140,32163
9011001001000000,466,14010100702571762,,,1,3014010000309120140,32171
9011001001000000,466,14010100702572072,,,1,3014010000309120140,32187
9011001001000000,466,14010100702572158,,,1,3014010000309120140,32193
9011001001000000,466,14010100702569513,,,1,3014010000309120140,32068
9011001001000000,466,14010100702569873,,,1,3014010000309120140,32085
9011001001000000,466,14010100702570143,,,1,3014010000309120140,32097
9011001001000000,466,14010100702570593,,,1,3014010000309120140,32117
9011001001000000,466,14010100702571851,,,1,3014010000309120140,32175
9011001001000000,466,14010100702572674,,,1,3014010000309120140,32219
9011001001000000,466,14010100702572330,,,1,3014010000309120140,32202
9011001001000000,466,14010100702572588,,,1,3014010000309120140,32215
9011001001000000,466,14010100702572932,,,1,3014010000309120140,32231
9011001001000000,466,14010100702573448,,,1,3014010000309120140,32255
9011001001000000,466,14010100702573620,,,1,3014010000309120140,32263
9011001001000000,466,14010100702573792,,,1,3014010000309120140,32271
9011001001000000,466,14010100702574136,,,1,3014010000309120140,32287
9011001001000000,466,14010100702574222,,,1,3014010000309120140,32291
9011001001000000,466,14010100702574308,,,1,3014010000309120140,32296
9011001001000000,466,14010100702574702,,,1,3014010000309120140,32319
